2010,Begin,0,1
2011,End,00:00:03.092,1
2010,Begin,00:00:38.397,2
2011,End,00:00:45.564,2
2010,Begin,00:03:12.106,3
2011,End,00:03:35.086,3
2010,Begin,00:03:41.896,4
2011,End,00:03:52.740,4
2010,Begin,00:05:26.094,5
2011,End,00:05:32.861,5
2010,Begin,00:06:03.734,6
2011,End,00:06:13.052,6
2010,Begin,00:06:39.942,7
2011,End,00:06:50.338,7
2010,Begin,00:07:08.221,8
2011,End,00:07:40.483,8
2010,Begin,00:08:39.473,9
2011,End,00:08:50.037,9
2010,Begin,00:08:53.115,10
2011,End,00:09:05.159,10
2010,Begin,00:09:15.416,11
2011,End,00:09:24.077,11
2010,Begin,00:10:10.653,12
2011,End,00:10:28.859,12
2010,Begin,00:11:07.654,13
2011,End,00:11:20.208,13
2010,Begin,00:11:44.897,14
2011,End,00:11:53.381,14
2010,Begin,00:12:46.227,15
2011,End,00:13:06.649,15
2010,Begin,00:13:21.525,16
2011,End,00:13:57.766,16
2010,Begin,00:14:15.047,17
2011,End,00:14:16.779,17
2010,Begin,00:15:29.237,18
2011,End,00:15:39.672,18
2010,Begin,00:15:55.945,19
2011,End,00:16:00.895,19
2010,Begin,00:18:19.646,20
2011,End,00:18:27.237,20
2010,Begin,00:18:38.105,21
2011,End,00:19:01.724,21
2010,Begin,00:20:18.215,22
2011,End,00:20:27.223,22
2010,Begin,00:20:45.563,23
2011,End,00:20:55.197,23
2010,Begin,00:21:12.846,24
2011,End,00:21:21.084,24
2010,Begin,00:21:42.604,25
2011,End,00:21:52.313,25
2010,Begin,00:22:11.800,26
2011,End,00:22:36.511,26
2010,Begin,00:23:13.330,27
2011,End,00:23:22.706,27
2010,Begin,00:24:44.647,28
2011,End,00:25:09.907,28
2010,Begin,00:26:09.608,29
2011,End,00:26:32.306,29
2010,Begin,00:26:57.200,30
2011,End,00:27:22.995,30
2010,Begin,00:27:25.880,31
2011,End,00:27:40.461,31
2010,Begin,00:28:15.590,32
2011,End,00:28:31.868,32
2010,Begin,00:29:01.873,33
2011,End,00:29:07.679,33
2010,Begin,00:29:23.469,34
2011,End,00:29:32.757,34
6014,Begin,0,1
6015,End,00:00:00.455,1
6014,Begin,00:00:26.204,2
6015,End,00:00:48.628,2
6014,Begin,00:00:58.837,3
6015,End,00:01:05.854,3
6014,Begin,00:01:54.234,4
6015,End,00:02:08.730,4
6014,Begin,00:02:26.740,5
6015,End,00:02:59.104,5
6014,Begin,00:03:32.719,6
6015,End,00:03:39.137,6
6014,Begin,00:04:20.455,7
6015,End,00:04:34.673,7
6014,Begin,00:05:49.367,8
6015,End,00:05:58.587,8
6014,Begin,00:06:25.441,9
6015,End,00:06:35.221,9
6014,Begin,00:07:01.457,10
6015,End,00:07:19.732,10
6014,Begin,00:08:14.046,11
6015,End,00:08:25.330,11
6014,Begin,00:08:41.836,12
6015,End,00:09:07.724,12
6014,Begin,00:09:12.870,13
6015,End,00:09:20.626,13
6014,Begin,00:10:57.283,14
6015,End,00:11:44.547,14
6014,Begin,00:12:53.206,15
6015,End,00:13:08.901,16
6014,Begin,00:13:16.416,16
6015,End,00:13:32.082,16
6014,Begin,00:13:53.742,17
6015,End,00:14:08.274,17
6014,Begin,00:14:45.974,18
6015,End,00:14:51.330,18
6014,Begin,00:15:49.579,19
6015,End,00:16:06.161,19
6014,Begin,00:16:37.754,20
6015,End,00:16:44.241,20
6014,Begin,00:17:10.203,21
6015,End,00:17:21.201,21
6014,Begin,00:17:42.711,22
6015,End,00:18:23.523,23
6014,Begin,00:18:57.582,23
6015,End,00:19:10.968,23
6014,Begin,00:19:26.259,24
6015,End,00:19:35.667,24
6014,Begin,00:19:40.438,25
6015,End,00:19:44.185,25
6014,Begin,00:20:29.455,26
6015,End,00:20:39.153,26
6014,Begin,00:21:06.510,27
6015,End,00:21:35.913,27
6014,Begin,00:22:00.313,28
6015,End,00:22:03.165,28
6014,Begin,00:23:20.644,29
6015,End,00:23:37.268,29
6014,Begin,00:24:48.977,30
6015,End,00:25:04.040,30
6014,Begin,00:25:32.802,31
6015,End,00:25:37.422,31
6014,Begin,00:26:07.160,32
6015,End,00:26:29.998,32
6014,Begin,00:26:45.396,33
6015,End,00:26:56.611,34
6014,Begin,00:27:07.101,34
6015,End,00:27:20.529,36
6014,Begin,00:27:54.475,35
6015,End,00:28:00.782,35
6014,Begin,00:28:29.127,36
6015,End,00:28:45.112,36
6014,Begin,00:29:00.351,37
6015,End,00:29:14.352,37
6014,Begin,00:29:36.577,38
