R,2010,begin,0,1
R,2011,end,00:00:03.092,1
R,2010,begin,00:00:38.397,2
R,2011,end,00:00:45.564,2
R,2010,begin,00:03:12.106,3
R,2011,end,00:03:35.086,3
R,2010,begin,00:03:41.896,4
R,2011,end,00:03:52.740,4
R,2010,begin,00:05:26.094,5
R,2011,end,00:05:32.861,5
R,2010,begin,00:06:03.734,6
R,2011,end,00:06:13.052,6
R,2010,begin,00:06:39.942,7
R,2011,end,00:06:50.338,7
R,2010,begin,00:07:08.221,8
R,2011,end,00:07:40.483,8
R,2010,begin,00:08:39.473,9
R,2011,end,00:08:50.037,9
R,2010,begin,00:08:53.115,10
R,2011,end,00:09:05.159,10
R,2010,begin,00:09:15.416,11
R,2011,end,00:09:24.077,11
R,2010,begin,00:10:10.653,12
R,2011,end,00:10:28.859,12
R,2010,begin,00:11:07.654,13
R,2011,end,00:11:20.208,13
R,2010,begin,00:11:44.897,14
R,2011,end,00:11:53.381,14
R,2010,begin,00:12:46.227,15
R,2011,end,00:13:06.649,15
R,2010,begin,00:13:21.525,16
R,2011,end,00:13:57.766,16
R,2010,begin,00:14:15.047,17
R,2011,end,00:14:16.779,17
R,2010,begin,00:15:29.237,18
R,2011,end,00:15:39.672,18
R,2010,begin,00:15:55.945,19
R,2011,end,00:16:00.895,19
R,2010,begin,00:18:19.646,20
R,2011,end,00:18:27.237,20
R,2010,begin,00:18:38.105,21
R,2011,end,00:19:01.724,21
R,2010,begin,00:20:18.215,22
R,2011,end,00:20:27.223,22
R,2010,begin,00:20:45.563,23
R,2011,end,00:20:55.197,23
R,2010,begin,00:21:12.846,24
R,2011,end,00:21:21.084,24
R,2010,begin,00:21:42.604,25
R,2011,end,00:21:52.313,25
R,2010,begin,00:22:11.800,26
R,2011,end,00:22:36.511,26
R,2010,begin,00:23:13.330,27
R,2011,end,00:23:22.706,27
R,2010,begin,00:24:44.647,28
R,2011,end,00:25:09.907,28
R,2010,begin,00:26:09.608,29
R,2011,end,00:26:32.306,29
R,2010,begin,00:26:57.200,30
R,2011,end,00:27:22.995,30
R,2010,begin,00:27:25.880,31
R,2011,end,00:27:40.461,31
R,2010,begin,00:28:15.590,32
R,2011,end,00:28:31.868,32
R,2010,begin,00:29:01.873,33
R,2011,end,00:29:07.679,33
R,2010,begin,00:29:23.469,34
R,2011,end,00:29:32.757,346014,begin,0,1
R,6015,end,00:00:00.455,1
R,6014,begin,00:00:26.204,2
R,6015,end,00:00:48.628,2
R,6014,begin,00:00:58.837,3
R,6015,end,00:01:05.854,3
R,6014,begin,00:01:54.234,4
R,6015,end,00:02:08.730,4
R,6014,begin,00:02:26.740,5
R,6015,end,00:02:59.104,5
R,6014,begin,00:03:32.719,6
R,6015,end,00:03:39.137,6
R,6014,begin,00:04:20.455,7
R,6015,end,00:04:34.673,7
R,6014,begin,00:05:49.367,8
R,6015,end,00:05:58.587,8
R,6014,begin,00:06:25.441,9
R,6015,end,00:06:35.221,9
R,6014,begin,00:07:01.457,10
R,6015,end,00:07:19.732,10
R,6014,begin,00:08:14.046,11
R,6015,end,00:08:25.330,11
R,6014,begin,00:08:41.836,12
R,6015,end,00:09:07.724,12
R,6014,begin,00:09:12.870,13
R,6015,end,00:09:20.626,13
R,6014,begin,00:10:57.283,14
R,6015,end,00:11:44.547,14
R,6014,begin,00:12:53.206,15
R,6015,end,00:13:08.901,16
R,6014,begin,00:13:16.416,16
R,6015,end,00:13:32.082,16
R,6014,begin,00:13:53.742,17
R,6015,end,00:14:08.274,17
R,6014,begin,00:14:45.974,18
R,6015,end,00:14:51.330,18
R,6014,begin,00:15:49.579,19
R,6015,end,00:16:06.161,19
R,6014,begin,00:16:37.754,20
R,6015,end,00:16:44.241,20
R,6014,begin,00:17:10.203,21
R,6015,end,00:17:21.201,21
R,6014,begin,00:17:42.711,22
R,6015,end,00:18:23.523,23
R,6014,begin,00:18:57.582,23
R,6015,end,00:19:10.968,23
R,6014,begin,00:19:26.259,24
R,6015,end,00:19:35.667,24
R,6014,begin,00:19:40.438,25
R,6015,end,00:19:44.185,25
R,6014,begin,00:20:29.455,26
R,6015,end,00:20:39.153,26
R,6014,begin,00:21:06.510,27
R,6015,end,00:21:35.913,27
R,6014,begin,00:22:00.313,28
R,6015,end,00:22:03.165,28
R,6014,begin,00:23:20.644,29
R,6015,end,00:23:37.268,29
R,6014,begin,00:24:48.977,30
R,6015,end,00:25:04.040,30
R,6014,begin,00:25:32.802,31
R,6015,end,00:25:37.422,31
R,6014,begin,00:26:07.160,32
R,6015,end,00:26:29.998,32
R,6014,begin,00:26:45.396,33
R,6015,end,00:26:56.611,34
R,6014,begin,00:27:07.101,34
R,6015,end,00:27:20.529,36
R,6014,begin,00:27:54.475,35
R,6015,end,00:28:00.782,35
R,6014,begin,00:28:29.127,36
R,6015,end,00:28:45.112,36
R,6014,begin,00:29:00.351,37
R,6015,end,00:29:14.352,37
R,6014,begin,00:29:36.577,38
